id,firstname,lastname,email,address,canal,country,creation_date,last_activity_date,gender,age_group,churn
0276b988-11a0-4a98-9860-6c3b227720d9,Tanya,Costa,petersonjeffrey@fernandez-yates.org,"7346 Dawn Islands Johnsonborough, FL 81181",PHONE,USA,08-07-2021 00:00:00,06-05-2023 12:52:46,1.0,1.0,True
47c5477f-b7f9-4dbc-89a6-3190acde8bbe,Ian,White,marie14@patrick-deleon.com,"123 Christian Village Suite 413 Port Ashleyport, VA 44207",WEBAPP,FR,08-14-2021 00:00:00,06-04-2023 16:39:48,1.0,7.0,False
3742ab19-4dcf-49f6-8ddc-fa51b1028650,Lori,Fuentes,donald61@morse.com,"94257 Keller Lakes Lake Emily, NC 52434",PHONE,USA,07-31-2021 00:00:00,06-05-2023 03:43:51,1.0,8.0,True
d5dde5b0-b6fb-40c9-8c3f-c45e04dbbea5,Mark,Nguyen,johnsonandrew@mcdowell.com,"PSC 7102, Box 6869 APO AA 47569",WEBAPP,SPAIN,08-07-2021 00:00:00,06-03-2023 04:09:52,0.0,7.0,True
e0343adc-5a3a-4251-b897-166aa2e6c9d3,Jane,Padilla,sellersmichael@mitchell.com,"286 Angela Row South Rachel, AL 90762",PHONE,SPAIN,08-05-2021 00:00:00,06-02-2023 20:30:20,1.0,7.0,False
41712cd6-420b-45ed-80a0-a8059d78939b,Elizabeth,Ortega,marshstacy@serrano.info,"58280 Brittany Terrace Apt. 046 Lake Pamelatown, PA 72400",PHONE,SPAIN,07-24-2021 00:00:00,06-08-2023 08:04:54,1.0,9.0,False
dd079147-c9ee-420d-8cc1-3bfba74b7e59,Michael,Diaz,james51@forbes-parsons.biz,"10430 Luis Bridge Lake Karen, SD 80647",WEBAPP,SPAIN,08-18-2021 00:00:00,06-06-2023 23:19:07,1.0,8.0,True
be0fdbcb-408b-4b73-9b9b-8d185094bbdd,Joel,Young,ericksonbeth@pacheco.com,"99916 Fleming Ford North Aaron, MN 04354",WEBAPP,SPAIN,08-04-2021 00:00:00,06-04-2023 03:07:32,1.0,6.0,False
aabbca0c-977e-4d22-a588-87cbcdae64a9,Donna,Keller,evansdawn@roberts-luna.org,"5379 Mathis Mill Apt. 155 Gibsonfurt, ND 97458",PHONE,USA,08-05-2021 00:00:00,06-07-2023 16:13:31,1.0,8.0,True
807eebcd-1f3e-458c-9d3e-66f8655fd1ee,Susan,Benjamin,michelefuller@meza.com,"64870 Ashley Cliff Suite 534 West Michaelhaven, ME 34781",PHONE,USA,07-20-2021 00:00:00,06-06-2023 06:09:14,0.0,5.0,True
f57a9eb1-7620-45ca-b72c-1f497cb3d64f,Lisa,Briggs,douglasjeanne@robinson.com,"0625 Henry Camp West Andrew, NH 43439",PHONE,SPAIN,08-07-2021 00:00:00,06-06-2023 16:42:33,0.0,6.0,False
d1193b56-5756-41b0-94aa-10ee38034afd,Nancy,Liu,jtucker@bond.com,"456 Anna Motorway New Kristenside, PA 75294",PHONE,FR,07-28-2021 00:00:00,06-08-2023 02:07:04,0.0,6.0,False
de9e3a0a-7d62-4379-8f06-4fce85bac8c7,Jacqueline,Warner,adoyle@reyes.com,"7094 Bryan Knolls West Stephanie, VI 96858",PHONE,FR,08-07-2021 00:00:00,06-06-2023 12:33:16,0.0,3.0,False
76084802-69fa-4828-ae84-f0966ce61a85,Douglas,Thomas,vpalmer@edwards-castillo.biz,"0019 John Estate Suite 298 New Heather, AR 70201",WEBAPP,USA,08-21-2021 00:00:00,06-09-2023 00:09:30,0.0,2.0,True
44d26993-5358-4612-98a7-3589450e0fc4,Briana,Matthews,stacy42@taylor.info,"153 Parks Camp Suite 964 Brittanyport, SC 71000",MOBILE,SPAIN,09-17-2021 00:00:00,06-08-2023 15:28:13,0.0,4.0,True
8712c26d-3a01-4f47-94b8-3135c135c958,Ronald,Patterson,angela19@shaw.info,"37089 Michaela Passage Suite 794 East Jennahaven, IA 15214",WEBAPP,FR,09-09-2021 00:00:00,06-03-2023 03:09:07,1.0,4.0,True
f0160f20-f8ce-486d-b2f6-d98d85db5ca0,Steven,Marshall,christopherwright@jones.com,"1935 John Run Suite 567 South Matthewside, WI 40885",WEBAPP,FR,08-26-2021 00:00:00,06-04-2023 14:37:34,0.0,0.0,True
1f1f5de6-a1c0-4a12-96e9-185121ee6081,Gloria,Parks,cgarcia@gates.com,"161 Riley Expressway Austinmouth, NH 26441",PHONE,SPAIN,09-01-2021 00:00:00,06-01-2023 18:10:33,0.0,1.0,False
1318aa13-570f-4818-9c4a-e3feff55e36a,Thomas,Alvarez,williammoore@castillo.net,Unit 0593 Box 9237 DPO AP 48948,WEBAPP,FR,09-09-2021 00:00:00,06-02-2023 18:10:46,1.0,1.0,True
e7c6cd3b-b104-4fe9-ad04-5261af7bee05,Heather,Schwartz,garciaamber@patterson.com,"62696 Price Court Apt. 321 Vargasfort, NH 04859",PHONE,USA,08-18-2021 00:00:00,06-05-2023 10:58:54,1.0,10.0,True
60c829aa-5b76-4d3f-9963-b419287780e1,Matthew,Rogers,mary57@montgomery.com,"931 James Spurs Lake Linda, CA 77968",WEBAPP,FR,08-28-2021 00:00:00,06-03-2023 08:56:55,1.0,7.0,True
be53d86e-be23-4578-b9ce-d6cddcc370d4,Michael,Bailey,rebecca09@solis.net,"0935 Sanchez Ford North Michaelport, NV 48346",WEBAPP,SPAIN,09-08-2021 00:00:00,06-09-2023 00:33:56,1.0,9.0,False
b42b4f82-7510-4edd-9ac7-21e8365be1d6,James,Harris,destiny89@haney.com,"59802 Davis Route Apt. 049 Thomasshire, NE 66471",WEBAPP,SPAIN,09-16-2021 00:00:00,06-02-2023 13:13:42,1.0,7.0,False
219b23d1-d7cc-4a9c-b43a-fd03b18d0a25,Michael,Bailey,cindy14@whitney.com,USNV Carlson FPO AP 90009,WEBAPP,SPAIN,09-17-2021 00:00:00,06-08-2023 10:23:58,0.0,9.0,True
87d1bf44-b53e-4ef0-a00b-b9613541bdb5,Andrew,Johnson,acostanicholas@rivas.com,"2452 Karen Loop Port Sandraborough, NJ 39609",WEBAPP,SPAIN,09-17-2021 00:00:00,06-07-2023 16:51:30,1.0,8.0,True
e94ff777-7f1a-4bd8-a92d-823c18c09a4b,Misty,Melton,qbrooks@hudson.com,"77853 Taylor Mills Suite 333 West Michael, OH 05212",PHONE,SPAIN,09-05-2021 00:00:00,06-06-2023 22:22:43,1.0,2.0,True
b3c31303-5364-4a9b-8d17-0e08c62fe0b2,Catherine,Lawson,ikim@casey.com,"153 Heather Turnpike Suite 965 Keithhaven, IN 60472",MOBILE,FR,08-23-2021 00:00:00,06-04-2023 20:56:01,0.0,4.0,True
d0a04c76-ec43-49a5-9040-a2b0b023e2e0,Marissa,Wall,matthew96@miller.com,"68012 Tiffany Forges Mitchellberg, MN 48959",PHONE,SPAIN,09-02-2021 00:00:00,06-04-2023 13:42:34,1.0,4.0,False
62ec06c1-e8bf-4af9-bb13-67e1ade6863a,Amanda,Herrera,orussell@martin.com,"26029 Riggs Terrace Apt. 681 Micheleville, OR 76621",WEBAPP,USA,09-07-2021 00:00:00,06-03-2023 00:34:13,1.0,4.0,True
e472ad12-b06a-4dab-bb5b-8d52b9f89f7a,Taylor,Harrison,douglasschultz@gilmore-matthews.com,Unit 0690 Box 4449 DPO AA 14319,WEBAPP,SPAIN,09-01-2021 00:00:00,06-01-2023 03:34:03,1.0,6.0,False
3b67e8d4-d128-4b6b-98c4-34fce87fdfe6,John,Wright,rita42@burns.com,"5987 Sanford Isle Calhounside, MS 57992",WEBAPP,FR,08-29-2021 00:00:00,06-01-2023 04:50:54,1.0,3.0,False
ebfa0868-77b0-4c0b-ab72-a3a678713b28,Carrie,Guzman,whenderson@berry.net,"526 Jennifer Plain West Matthew, NE 35106",MOBILE,USA,10-13-2021 00:00:00,06-06-2023 02:11:02,1.0,2.0,True
22f0f83f-f39d-4b2a-8d2f-cd31bd299258,Kristine,Clarke,lindseykoch@anderson-zavala.info,"3787 Glenn Place West Timothyhaven, FL 66256",PHONE,USA,10-04-2021 00:00:00,06-05-2023 01:11:31,0.0,1.0,False
44460d7f-6f9a-4487-b91c-2055f5014cd2,Taylor,Harrison,douglasschultz@gilmore-matthews.com,Unit 0690 Box 4449 DPO AA 14319,WEBAPP,USA,10-01-2021 00:00:00,06-01-2023 03:34:03,0.0,10.0,True
6b2d10d8-6cf9-45f5-9eb7-07ba8bb8ac2e,Joanna,Rodgers,josecook@booker.com,"530 Lang Cliff Reedtown, VT 72848",PHONE,SPAIN,09-17-2021 00:00:00,06-01-2023 19:52:05,1.0,10.0,False
0653d24c-b7ca-4e13-a5a3-d670d0b909b4,Kaitlyn,Goodman,gutierrezandrea@johnson.com,"9455 Evans Corners Suite 506 Lake Shelley, AL 63663",PHONE,FR,10-14-2021 00:00:00,06-08-2023 21:47:55,0.0,2.0,True
33ef5c76-ac52-49b7-91a9-da98e7ba3154,Jeffrey,Walker,andersonmichael@cook.com,"48351 Colleen Drives Suite 373 Danielborough, LA 16110",WEBAPP,USA,10-14-2021 00:00:00,06-04-2023 23:26:33,1.0,6.0,True
e3e9adbd-171a-40c6-888a-015828aae541,Richard,Sullivan,taylor36@morales.org,"761 Anderson Squares East Roseton, MN 33616",WEBAPP,USA,09-26-2021 00:00:00,06-08-2023 15:41:30,1.0,6.0,True
579db907-4889-409a-b292-1d11daf41872,David,Wilson,christopher84@allison-reese.com,"89217 Joyce Forge Deckerchester, MH 32336",WEBAPP,USA,10-02-2021 00:00:00,06-03-2023 00:14:19,1.0,2.0,True
ae9b769a-c23a-4a5d-94b6-bc184b26c4a9,Gloria,Parks,cgarcia@gates.com,"161 Riley Expressway Austinmouth, NH 26441",PHONE,SPAIN,10-01-2021 00:00:00,06-01-2023 18:10:33,1.0,5.0,False
