id,firstname,lastname,email,address,canal,country,creation_date,last_activity_date,gender,age_group,churn
9158eb02-2563-492f-9413-1bf9713d7ee6,James,Gonzalez,opatterson@moore.biz,"58770 Cathy Station Suite 272 Huertaland, WV 24449",WEBAPP,SPAIN,07-01-2015 00:00:00,06-05-2023 18:15:01,1.0,9.0,False
9ef20975-f079-4e44-8b7d-6dae97886113,Jonathan,King,grobbins@guerrero-morgan.com,"PSC 3260, Box 1274 APO AE 97388",WEBAPP,USA,05-17-2012 00:00:00,06-02-2023 01:46:00,1.0,9.0,True
f0d5be62-dc2d-4d7a-8008-2f4fcea2abfd,Cole,Davis,huntbenjamin@daugherty-king.net,"17348 Mary View Apt. 652 Clarkemouth, MN 26127",WEBAPP,SPAIN,05-29-2012 00:00:00,06-02-2023 04:03:58,1.0,10.0,False
89c68b80-4040-4fde-a27d-3a59655c5614,Carla,Harper,traceyhoward@zhang-gutierrez.org,"3583 Green Squares Port Jameshaven, MO 58447",MOBILE,FR,08-02-2021 00:00:00,06-04-2023 21:36:07,1.0,2.0,True
b42143d9-ab37-47ab-bc00-039df8e631bb,John,Young,reyesandrew@boyd.com,"295 Judith Branch Suite 314 Yatesmouth, MP 20531",WEBAPP,SPAIN,07-25-2021 00:00:00,06-02-2023 09:09:40,1.0,6.0,True
7b684d84-8625-4c19-bb3f-a2cd2778fdbc,Joel,Young,cathy85@silva.com,"16999 Michael Alley Apt. 910 Nguyenport, KS 99031",WEBAPP,FR,07-24-2021 00:00:00,06-02-2023 21:02:46,1.0,3.0,False
899fdaf7-d03f-4b63-8f27-8c13286ec54b,John,Young,reyesandrew@boyd.com,"295 Judith Branch Suite 314 Yatesmouth, MP 20531",WEBAPP,FR,07-25-2021 00:00:00,06-02-2023 09:09:40,0.0,6.0,True
ee2a03f5-a139-44ee-8c26-d3e8ffd5ddc4,Christopher,Miller,kathyalexander@newton-gray.net,"86142 Larsen Pine South Robertberg, LA 74985",WEBAPP,FR,08-08-2021 00:00:00,06-02-2023 20:19:12,1.0,5.0,True
1d9e1771-5f3d-46e4-8562-54315eba1524,Matthew,Morgan,rhodeschase@mejia-phelps.info,"29264 Karl Hill Apt. 330 Samuelview, NJ 06954",WEBAPP,USA,08-11-2021 00:00:00,06-02-2023 09:49:01,1.0,4.0,True
57ae0837-a8ca-45c0-b290-f062436609fa,Kristine,Clarke,lindseykoch@anderson-zavala.info,"3787 Glenn Place West Timothyhaven, FL 66256",PHONE,FR,08-05-2021 00:00:00,06-05-2023 01:11:31,1.0,3.0,True
