id,firstname,lastname,email,address,canal,country,creation_date,last_activity_date,gender,age_group,churn
c7d3e9b3-bbb9-4807-81fb-d1623e5fe446,Kevin,Torres,pittmanlynn@jordan.biz,Unit 0526 Box 0411 DPO AE 20542,WEBAPP,SPAIN,03-06-2014 00:00:00,06-07-2023 05:12:45,1.0,6.0,False
1ec8bd86-255f-41fe-b09f-205e54c626c8,Cole,Davis,huntbenjamin@daugherty-king.net,"17348 Mary View Apt. 652 Clarkemouth, MN 26127",WEBAPP,USA,05-29-2012 00:00:00,06-02-2023 04:03:58,1.0,3.0,True
85c385a1-856b-41a5-a6be-e541a88ae35f,Matthew,Rogers,hyu@walker-patterson.com,"72393 Green Ridges Robertsonview, HI 66918",WEBAPP,USA,08-07-2021 00:00:00,06-08-2023 14:05:16,1.0,1.0,True
3c401d6a-4cff-49b0-bb27-29372cfa2d48,Justin,Mitchell,brendadyer@lewis.net,"23099 Gibbs Lane Leonardfort, MN 53068",WEBAPP,FR,08-15-2021 00:00:00,06-03-2023 20:45:59,0.0,7.0,True
3d8d713c-dac5-4ca9-91a9-a310adca4cd8,Carrie,Guzman,whenderson@berry.net,"526 Jennifer Plain West Matthew, NE 35106",MOBILE,SPAIN,08-14-2021 00:00:00,06-06-2023 02:11:02,1.0,9.0,True
60903cdb-f686-4a92-a04c-c3b14f8fe772,David,Anderson,jburke@garza-cruz.org,"66475 Norma Island Apt. 113 Jessicahaven, MH 19301",WEBAPP,USA,08-04-2021 00:00:00,06-06-2023 00:50:01,0.0,9.0,True
e4639bcb-b669-432a-9c91-02a7124ccfba,Alexander,Smith,gabriellestewart@nguyen.biz,"0191 Jeffrey Ferry Brandonbury, WV 56664",WEBAPP,SPAIN,08-09-2021 00:00:00,06-01-2023 03:15:24,1.0,9.0,False
7a1b236b-4e5b-49ea-a9cf-7581a942b5e1,Wanda,Cooley,schmidtrebecca@scott.com,USS Harris FPO AP 23410,,FR,07-21-2021 00:00:00,06-04-2023 08:01:59,1.0,1.0,True
e5a9cede-9f3c-49e4-b8c2-e12987475cd9,Natalie,Johns,gmiles@fletcher.com,"7068 Bell Land Jerryberg, CA 12806",PHONE,FR,08-04-2021 00:00:00,06-08-2023 18:42:47,0.0,9.0,True
632a78b8-b83f-4f1b-a1d0-21bb9c30eb5b,David,Wilson,christopher84@allison-reese.com,"89217 Joyce Forge Deckerchester, MH 32336",WEBAPP,USA,08-03-2021 00:00:00,06-03-2023 00:14:19,1.0,2.0,True
d92ba5da-a839-4776-a4cd-65d822e3bda6,Taylor,Mcdonald,sclayton@daniels-norris.biz,"2267 Gilmore Radial West Betty, FM 96095",WEBAPP,FR,07-28-2021 00:00:00,06-03-2023 01:23:20,1.0,1.0,True
31703ec7-8901-4f80-b050-be90a319a4bc,Jesse,Hall,averytracy@weeks.com,"00569 Mandy Shoal Smithville, WY 34200",WEBAPP,SPAIN,08-02-2021 00:00:00,06-04-2023 21:30:46,0.0,2.0,False
07dcaa9c-776c-4d1e-a05e-42ebfcf9d05b,Cole,Davis,huntbenjamin@daugherty-king.net,"17348 Mary View Apt. 652 Clarkemouth, MN 26127",WEBAPP,FR,07-24-2021 00:00:00,06-02-2023 04:03:58,1.0,6.0,True
8dacba66-320c-4dc8-8f23-180233a2979a,Alyssa,Schmidt,guzmanjesus@barnes.com,"8938 Hunt Port Jasonton, PA 45518",WEBAPP,SPAIN,08-15-2021 00:00:00,06-09-2023 04:52:53,1.0,7.0,False
a4e7c26d-1aa7-481e-87ab-3efea04d3947,Denise,Pearson,meganbrady@brown.com,"358 Fleming Prairie East Amandashire, AL 29981",MOBILE,FR,08-08-2021 00:00:00,06-07-2023 13:57:22,0.0,4.0,False
da5e74ce-3268-4ca5-bcd7-613716b67277,Tina,Zavala,vmiller@kirby.com,"66243 Jay Manors Suite 779 Lake Jennifer, SC 26494",PHONE,FR,07-20-2021 00:00:00,06-01-2023 11:13:06,1.0,1.0,True
4e6eee92-e6a9-4267-8a7a-0dd59caa08ab,Jaclyn,Haynes,ysmith@glass.com,"9320 Davis Passage East Brookeview, KS 38181",PHONE,USA,07-20-2021 00:00:00,06-04-2023 17:01:17,1.0,7.0,True
87941b0c-f7e9-4d8b-a09b-fb17e9d4ec2b,Taylor,Harrison,douglasschultz@gilmore-matthews.com,Unit 0690 Box 4449 DPO AA 14319,WEBAPP,SPAIN,08-02-2021 00:00:00,06-01-2023 03:34:03,1.0,9.0,False
04634661-01d7-4eb4-98af-ea69a5eb819d,Dawn,Newman,kellynorman@gonzalez.com,"3930 Michelle Lake Port Michael, WA 16876",MOBILE,USA,08-19-2021 00:00:00,06-08-2023 19:07:53,0.0,5.0,True
651df4c3-ed5f-4b64-bb3c-5a1a629b9f10,Alexander,Smith,gabriellestewart@nguyen.biz,"0191 Jeffrey Ferry Brandonbury, WV 56664",WEBAPP,FR,09-08-2021 00:00:00,06-01-2023 03:15:24,0.0,9.0,True
3bae0ac2-219b-4654-a701-478a3e3053c2,Bryan,Brown,sotomelanie@buchanan.info,"0086 Ryan Ridge South Roberto, WV 91454",WEBAPP,SPAIN,09-03-2021 00:00:00,06-01-2023 00:49:26,0.0,4.0,True
2312cefd-7d05-442e-a9ef-a54681ed81f6,Misty,Melton,qbrooks@hudson.com,"77853 Taylor Mills Suite 333 West Michael, OH 05212",PHONE,USA,09-05-2021 00:00:00,06-06-2023 22:22:43,0.0,3.0,True
bec712cd-b940-4f15-b700-234641951489,Cole,Davis,huntbenjamin@daugherty-king.net,"17348 Mary View Apt. 652 Clarkemouth, MN 26127",WEBAPP,FR,08-23-2021 00:00:00,06-02-2023 04:03:58,1.0,2.0,True
7eb7b434-12e6-437a-b980-90f6758d5c4d,Alex,Smith,harrisnicole@erickson.com,"6466 Cook Falls North Patricia, FL 81219",WEBAPP,SPAIN,08-23-2021 00:00:00,06-08-2023 15:24:19,1.0,5.0,True
63728589-5de9-43a2-8314-85375e0160bc,Craig,Garcia,mikerobinson@goodwin.com,"PSC 2820, Box 2720 APO AA 37573",WEBAPP,FR,09-05-2021 00:00:00,06-06-2023 15:43:52,1.0,5.0,False
1133720c-1987-493c-971e-1699b8ec2462,Elizabeth,Barnett,joshua89@erickson.org,"757 Becker Coves Apt. 776 Peterton, AK 27318",PHONE,SPAIN,08-23-2021 00:00:00,06-05-2023 01:43:11,1.0,6.0,True
