id,firstname,lastname,email,address,canal,country,creation_date,last_activity_date,gender,age_group,churn
907d122a-1a21-4ed3-ac45-bd9f194f65df,Julia,Paul,keith65@gonzalez.net,"05243 Sullivan Spur West Joannamouth, AR 13696",PHONE,USA,12-08-2012 00:00:00,06-03-2023 16:08:34,1.0,3.0,True
7b51e448-0b01-494b-865e-0a174915648a,Kathleen,Hodges,nathaniel61@rogers-myers.com,"42383 Erickson Ford Suite 763 Mackport, MP 77823",PHONE,FR,08-17-2021 00:00:00,06-07-2023 11:58:21,1.0,7.0,False
fab6dfb4-4f3a-4bd3-b497-c1acd6a209fa,Victoria,Braun,ygibson@singh.biz,"47042 Kelley Trail New Yolandachester, OH 22506",,USA,07-27-2021 00:00:00,06-02-2023 17:50:38,1.0,5.0,True
8fc86cf2-b22d-47f0-b5bd-1cd4f780f871,Brandy,Silva,fredbradshaw@austin.biz,Unit 0400 Box 9837 DPO AA 79304,MOBILE,USA,08-10-2021 00:00:00,06-09-2023 04:16:59,0.0,2.0,True
5f84f61d-f78e-4fa0-9e6c-0f1115a2effc,Jane,Padilla,sellersmichael@mitchell.com,"286 Angela Row South Rachel, AL 90762",PHONE,FR,08-05-2021 00:00:00,06-02-2023 20:30:20,0.0,8.0,True
814cfeca-1eea-4745-9a8b-8bb122d17271,Elizabeth,Wade,jason73@randolph-delacruz.com,"560 Tara Fork West Kelli, VI 55525",PHONE,SPAIN,08-17-2021 00:00:00,06-07-2023 15:39:08,1.0,9.0,False
9dbba648-53fa-4e80-9a6b-4bb3a50c22c7,James,Harris,destiny89@haney.com,"59802 Davis Route Apt. 049 Thomasshire, NE 66471",WEBAPP,SPAIN,08-17-2021 00:00:00,06-02-2023 13:13:42,0.0,10.0,True
0a722578-70c2-40eb-879c-957cb63a01ab,Leah,Lang,andersondillon@huff.com,"479 David Ports Suite 226 East Lindaside, AL 05868",PHONE,SPAIN,08-15-2021 00:00:00,06-05-2023 02:21:12,1.0,10.0,True
a7e6203f-d974-4a8e-8a40-06e74b475eb7,Laura,Salinas,hallbryan@campbell.com,"03171 Sabrina Brooks Sarahberg, NE 32938",PHONE,FR,08-10-2021 00:00:00,06-07-2023 23:54:18,1.0,6.0,False
b7eb67cd-ac7f-4b6f-8d8d-12e100aed500,Amanda,Patel,alexandermiller@bryant.com,"290 Angela Ford Apt. 432 Loganmouth, GA 94349",WEBAPP,FR,07-24-2021 00:00:00,06-07-2023 12:05:57,1.0,10.0,False
95731083-b2b5-4e01-911f-a4160391f2f7,Rodney,Henderson,angelalopez@humphrey.com,"21368 Michael Junction Suite 882 Port Michael, DE 48846",WEBAPP,USA,07-23-2021 00:00:00,06-02-2023 11:56:55,1.0,4.0,True
43bb1fb0-9260-4854-b834-a69249b3db8e,Julia,Paul,keith65@gonzalez.net,"05243 Sullivan Spur West Joannamouth, AR 13696",PHONE,SPAIN,07-30-2021 00:00:00,06-03-2023 16:08:34,0.0,3.0,False
4773414c-3cf8-4f21-9de9-7f621ca288eb,Kari,Fischer,espinozadavid@pearson-ruiz.org,USNV Brown FPO AP 47845,PHONE,SPAIN,09-01-2021 00:00:00,06-05-2023 05:43:18,1.0,9.0,False
