id,firstname,lastname,email,address,canal,country,creation_date,last_activity_date,gender,age_group,churn
423a1e8a-d43c-4fd3-9b61-a9bdff41594f,Briana,Matthews,stacy42@taylor.info,"153 Parks Camp Suite 964 Brittanyport, SC 71000",MOBILE,FR,08-18-2021 00:00:00,06-08-2023 15:28:13,0.0,3.0,False
6a2b8846-df3c-4258-9238-085d8eb726d2,Joanna,Rodgers,josecook@booker.com,"530 Lang Cliff Reedtown, VT 72848",PHONE,USA,07-19-2021 00:00:00,06-01-2023 19:52:05,0.0,7.0,True
8e5f7de5-c0b3-4eb5-95c0-73e6ca07b43e,Ann,Castro,kennethwang@daniel.com,"88386 Norman Summit Apt. 479 Melindaburgh, AZ 64682",MOBILE,USA,08-12-2021 00:00:00,06-06-2023 02:15:17,0.0,1.0,False
2e56c848-2587-4fbb-b5f9-bdf693660872,Eric,Hernandez,brookslori@shaw.com,"635 Amber Drive North Danieltown, MP 54068",WEBAPP,FR,07-20-2021 00:00:00,06-05-2023 22:33:56,0.0,5.0,False
adedfb21-8c8b-4f54-bcf5-737091ccd92a,Mark,Nguyen,gracemartin@middleton.info,"22815 Campos Union West Mary, GU 96842",WEBAPP,SPAIN,08-02-2021 00:00:00,06-08-2023 00:22:40,1.0,1.0,True
15b29e00-00d9-4620-b8ff-235cfc6cb30e,Miguel,Wood,pbrown@blanchard-mckenzie.net,"30578 Danielle Wall Robertstad, CO 06154",WEBAPP,FR,08-04-2021 00:00:00,06-02-2023 14:59:28,1.0,2.0,True
3dfb5727-4fe8-4263-b97b-cc4c753dbe4f,Melissa,Phelps,ojones@morales.com,Unit 6887 Box 2892 DPO AE 33367,PHONE,FR,08-12-2021 00:00:00,06-08-2023 05:21:19,0.0,2.0,True
c256a489-57ef-44b8-9226-8949a3676277,Joel,Young,ericksonbeth@pacheco.com,"99916 Fleming Ford North Aaron, MN 04354",WEBAPP,FR,08-04-2021 00:00:00,06-04-2023 03:07:32,1.0,7.0,False
876f863f-b10b-45ce-8e1b-985f044757cf,James,Harris,aaronbrooks@combs.info,"57462 Duncan Land Stephenston, ND 98930",WEBAPP,FR,07-23-2021 00:00:00,06-07-2023 03:58:15,1.0,5.0,True
162ec5ff-5793-4a2a-bdc1-1f966d700e00,Miguel,Wood,pbrown@blanchard-mckenzie.net,"30578 Danielle Wall Robertstad, CO 06154",WEBAPP,USA,08-04-2021 00:00:00,06-02-2023 14:59:28,0.0,2.0,True
834ffbdc-4da8-4f57-9222-4766838ef53b,Taylor,Mcdonald,sclayton@daniels-norris.biz,"2267 Gilmore Radial West Betty, FM 96095",WEBAPP,SPAIN,07-28-2021 00:00:00,06-03-2023 01:23:20,0.0,10.0,True
6defb9ae-2d2a-4e0c-a4d0-25d2f54302a1,Misty,Melton,qbrooks@hudson.com,"77853 Taylor Mills Suite 333 West Michael, OH 05212",PHONE,USA,08-06-2021 00:00:00,06-06-2023 22:22:43,1.0,1.0,False
0b0a7a5c-dcc4-4f87-81a9-ada51452c290,Philip,Myers,cordovajeffrey@bruce.info,"54638 Paul Drives Ortizburgh, WV 94408",WEBAPP,SPAIN,07-24-2021 00:00:00,06-04-2023 07:41:08,0.0,10.0,True
8f0ed133-ca39-4bfc-807e-59c90d28e5bc,Matthew,Rogers,mary57@montgomery.com,"931 James Spurs Lake Linda, CA 77968",WEBAPP,SPAIN,07-29-2021 00:00:00,06-03-2023 08:56:55,1.0,7.0,False
74cfdc35-8f23-44a2-9a92-6c24e1cb0854,Nicholas,Gray,hwright@oneal.biz,"863 Adam Hills Lake Laura, IL 75165",WEBAPP,FR,09-13-2021 00:00:00,06-06-2023 04:37:41,1.0,6.0,True
13384066-8077-4dd2-a61d-07aaec9b3014,John,Young,reyesandrew@boyd.com,"295 Judith Branch Suite 314 Yatesmouth, MP 20531",WEBAPP,USA,08-24-2021 00:00:00,06-02-2023 09:09:40,1.0,8.0,True
5ce2dd0c-8126-40c4-a364-fe2342508d2e,Nicole,Gilmore,ginasosa@torres.info,"1190 Mason Mall Matthewburgh, DE 07857",PHONE,USA,08-27-2021 00:00:00,06-08-2023 03:13:30,1.0,6.0,False
64438797-c5d8-4781-8272-041348b2a1c7,Melissa,Phelps,tsweeney@watson.com,Unit 8779 Box 5035 DPO AE 98141,PHONE,SPAIN,09-11-2021 00:00:00,06-03-2023 10:07:23,0.0,2.0,True
8a79896f-9fe2-4d4d-9e9b-cf85a515a3dd,Keith,Roberts,james12@barajas.org,"8171 Veronica Roads Mileshaven, VA 93489",WEBAPP,FR,09-02-2021 00:00:00,06-09-2023 08:00:29,1.0,1.0,True
22a75afa-1d95-4727-bbf4-692a797abca8,Chad,Jones,zsanchez@hill.net,"0104 Lee Key New Kenneth, IN 99522",WEBAPP,FR,09-11-2021 00:00:00,06-09-2023 06:28:15,1.0,9.0,False
c335c10e-c724-487f-849e-e1d17a0cdec0,Carrie,Guzman,whenderson@berry.net,"526 Jennifer Plain West Matthew, NE 35106",MOBILE,SPAIN,09-13-2021 00:00:00,06-06-2023 02:11:02,0.0,0.0,True
d7862a69-4c2a-4b8d-8c6c-cec434fb50a4,Christopher,Miller,kathyalexander@newton-gray.net,"86142 Larsen Pine South Robertberg, LA 74985",WEBAPP,USA,09-07-2021 00:00:00,06-02-2023 20:19:12,1.0,9.0,True
297068b7-a5c4-443b-8425-b82098725abf,Jacob,Lopez,heatherbarnett@johnson.com,"978 Smith Club West Williamton, AL 30130",WEBAPP,USA,08-19-2021 00:00:00,06-05-2023 14:16:11,0.0,2.0,True
712c5966-bf34-46d0-aa2a-ef58d0a3eb90,Steven,Owens,vcoleman@thomas.com,"483 Vickie Court Apt. 463 Port Matthewtown, ID 89050",WEBAPP,FR,09-03-2021 00:00:00,06-06-2023 22:37:39,1.0,10.0,False
5b7ed806-aeaa-4637-9896-6b35d4165d39,Melissa,Phelps,tsweeney@watson.com,Unit 8779 Box 5035 DPO AE 98141,PHONE,FR,09-11-2021 00:00:00,06-03-2023 10:07:23,1.0,7.0,False
df8cfab3-9b8d-4770-a754-688036ae5e3c,Vanessa,Hinton,westjoseph@lopez.com,"32854 Michelle Locks Suite 514 Port Paulmouth, MS 10119",PHONE,USA,09-02-2021 00:00:00,06-03-2023 20:00:12,1.0,2.0,True
8fb1c5b0-b7f4-48c4-88ee-e98e6cddca3c,Christina,Mendez,olivermegan@brown.com,"094 Andrew Spur Molinamouth, IL 32936",MOBILE,SPAIN,09-02-2021 00:00:00,06-06-2023 19:28:10,0.0,4.0,True
8a083c54-23a2-44b6-acdd-6199a8f9520f,Clayton,Davis,gillespielisa@peterson.org,"42715 Diane Prairie East Kimberly, AL 95791",WEBAPP,USA,09-06-2021 00:00:00,06-02-2023 05:19:22,0.0,8.0,True
0f8cc335-8342-489d-ab55-7523771a18d7,Kari,Fischer,espinozadavid@pearson-ruiz.org,USNV Brown FPO AP 47845,PHONE,USA,09-01-2021 00:00:00,06-05-2023 05:43:18,0.0,7.0,True
2e4a1561-8b5c-4827-a6d6-0978480f3be5,Cameron,Jones,hectorobrien@ruiz-baker.com,"3762 Lisa Hills Port Michaelstad, CT 55322",WEBAPP,USA,09-27-2021 00:00:00,06-03-2023 01:13:10,1.0,8.0,True
a02cc4ee-15c9-4c08-a199-84c58ffc5af9,Daniel,Garcia,nathanstephenson@coleman.info,"79150 Bush Plaza Apt. 420 Jeffreychester, NY 79219",WEBAPP,FR,10-09-2021 00:00:00,06-03-2023 17:02:10,1.0,8.0,False
bac015b5-7630-4c8e-acf9-157f3ec0807d,Joshua,Hill,hlam@key.biz,"36860 Timothy Flat New James, NM 04411",WEBAPP,USA,09-18-2021 00:00:00,06-02-2023 11:12:55,1.0,5.0,True
3c4310d4-75aa-4327-8190-e7da66937af0,Samuel,Graham,hoffmansarah@peterson-smith.com,"37180 Susan Stravenue Apt. 774 East Christopherville, IA 15080",WEBAPP,SPAIN,09-21-2021 00:00:00,06-08-2023 08:54:05,1.0,3.0,False
82a4a9fb-6ce3-44bf-9a30-04640b5c9bfc,Ronald,Patterson,angela19@shaw.info,"37089 Michaela Passage Suite 794 East Jennahaven, IA 15214",WEBAPP,USA,10-09-2021 00:00:00,06-03-2023 03:09:07,1.0,5.0,False
00a90a0c-7738-43ed-adff-37235380cb64,Scott,Alexander,martineznatasha@parsons-roberts.com,"4149 Farmer Trace New Lauren, FM 85356",WEBAPP,FR,10-15-2021 00:00:00,06-08-2023 20:56:00,1.0,4.0,True
64e88edb-faef-4f5e-bdd5-12f37055a8ce,Loretta,Cardenas,ashleyjones@hammond.com,"93808 Humphrey Forest Apt. 027 East Nicholas, OR 84823",PHONE,USA,10-15-2021 00:00:00,06-03-2023 11:58:25,1.0,1.0,True
2d791779-3fcd-410c-8891-281a22575258,Andrew,Johnson,acostanicholas@rivas.com,"2452 Karen Loop Port Sandraborough, NJ 39609",WEBAPP,FR,10-17-2021 00:00:00,06-07-2023 16:51:30,1.0,7.0,True
bc99e06a-7582-4d4c-9fad-b74d2e813860,Miguel,Wood,pbrown@blanchard-mckenzie.net,"30578 Danielle Wall Robertstad, CO 06154",WEBAPP,FR,10-03-2021 00:00:00,06-02-2023 14:59:28,1.0,4.0,True
5883366d-a820-4a66-80c8-aeff3d75286a,Cole,Davis,huntbenjamin@daugherty-king.net,"17348 Mary View Apt. 652 Clarkemouth, MN 26127",WEBAPP,USA,09-22-2021 00:00:00,06-02-2023 04:03:58,1.0,1.0,True
11dd9491-ea09-4fc9-911d-e809a9240f5b,Donna,Guerrero,vharris@wilcox.net,"65796 Kristi Ville Suite 130 Cardenasborough, WI 87719",PHONE,FR,09-25-2021 00:00:00,06-02-2023 01:33:24,1.0,4.0,True
14916adc-92aa-4b39-8529-3ebc2199cbe5,Matthew,Peterson,pjohnson@webb.com,"68108 Wells Crest Maryville, AK 98299",WEBAPP,FR,10-08-2021 00:00:00,06-09-2023 12:07:48,1.0,0.0,True
3ac5bf73-1b93-4cc0-9b3f-4283104bfc62,Andrea,Pierce,jmitchell@wood-peterson.com,"8302 Anderson Throughway Sandrabury, AK 20618",MOBILE,USA,10-08-2021 00:00:00,06-09-2023 17:08:30,1.0,6.0,False
5b97ab6f-8db3-4043-8c9f-fd06b7909642,Meghan,Mathis,xjimenez@gibson.com,"2104 Glass Shoals Santosport, PA 50841",PHONE,SPAIN,10-05-2021 00:00:00,06-07-2023 18:38:36,1.0,0.0,True
6b31b762-374a-40dc-8ea3-28a5d0fc815d,Ian,White,marie14@patrick-deleon.com,"123 Christian Village Suite 413 Port Ashleyport, VA 44207",WEBAPP,SPAIN,10-13-2021 00:00:00,06-04-2023 16:39:48,1.0,9.0,False
ab354cc9-d48e-4bb8-a604-5cabcbe098b0,Andrea,Pierce,ybriggs@pierce.org,"4600 Richardson Dale New Wanda, NE 42581",MOBILE,FR,10-11-2021 00:00:00,06-06-2023 20:54:21,1.0,3.0,True
fb8a68e6-1e99-4795-9df3-8a1ef29f49b3,Curtis,Garcia,bruce68@salinas.com,"19260 Cook Way Apt. 507 Lake Michaelview, AS 51167",WEBAPP,FR,09-19-2021 00:00:00,06-01-2023 12:18:06,1.0,6.0,False
6260dce6-c7f1-41fb-be41-c6e24a0f6aaf,Lisa,Briggs,douglasjeanne@robinson.com,"0625 Henry Camp West Andrew, NH 43439",PHONE,USA,11-05-2021 00:00:00,06-06-2023 16:42:33,1.0,4.0,True
